Zipcode,State,Lat,Long,Closest Weather Station
37854,TN,35.87,-84.67,"ROCKWOOD 2, TN US"
37857,TN,36.4,-83.0,"ROGERSVILLE 1 NE, TN US"
38066,TN,35.04,-89.54,"COLLIERVILLE, TN US"
37860,TN,36.25,-83.19,"MORRISTOWN RADIO WCR, TN US"
38369,TN,36.12,-88.99,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US"
37861,TN,36.27,-83.52,"MORRISTOWN WEATHER FORECAST OFFICE, TN US"
38481,TN,35.03,-87.49,"ANDERSON, AL US"
37304,TN,35.39,-85.11,"DAYTON 2 SE, TN US"
37373,TN,35.38,-85.1,"DAYTON 2 SE, TN US"
38370,TN,35.37,-88.21,"SAVANNAH 6 SW, TN US"
38482,TN,35.75,-87.16,"COLUMBIA 3 WNW, TN US"
38371,TN,35.44,-88.29,"PARSONS WATER PLANT, TN US"
38067,TN,35.04,-89.08,"AMES PLANTATION, TN US"
38372,TN,35.22,-88.23,"SAVANNAH 6 SW, TN US"
38374,TN,35.51,-88.25,"PARSONS WATER PLANT, TN US"
38375,TN,35.17,-88.59,"SELMER, TN US"
37374,TN,35.19,-85.66,"MONTEAGLE, TN US"
37862,TN,35.89,-83.57,"SEVIERVILLE, TN US"
37863,TN,35.79,-83.55,"GATLINBURG 2 SW, TN US"
37876,TN,35.89,-83.57,"SEVIERVILLE, TN US"
37375,TN,35.2,-85.92,"SEWANEE, TN US"
37865,TN,35.87,-83.77,"SEVIERVILLE, TN US"
37688,TN,36.51,-81.92,"MOUNTAIN CITY 2, TN US"
38255,TN,36.23,-88.82,"DRESDEN, TN US"
37866,TN,36.34,-83.8,"TAZEWELL, TN US"
37160,TN,35.49,-86.44,"SHELBYVILLE WATER, TN US"
37376,TN,35.06,-85.95,"WINCHESTER 5 SE, TN US"
38376,TN,35.11,-88.36,"SAVANNAH 6 SW, TN US"
37377,TN,35.13,-85.34,"LOOKOUT MTN POINT PARK, TN US"
38582,TN,36.09,-85.76,"LANCASTER EDGAR EVINS, TN US"
37166,TN,35.95,-85.82,"SMITHVILLE 2 SE, TN US"
37167,TN,35.98,-86.51,"SMYRNA 6 S, TN US"
37765,TN,36.57,-83.04,"ROGERSVILLE 1 NE, TN US"
37869,TN,36.53,-83.21,"ROGERSVILLE 1 NE, TN US"
37379,TN,35.26,-85.17,"SODDY DAISY MOWBRAY MOUNTAIN, TN US"
38068,TN,35.23,-89.35,"AMES PLANTATION, TN US"
37380,TN,35.01,-85.71,"BRIDGEPORT 5 NW, AL US"
38583,TN,35.93,-85.47,"SPARTA WASTEWATER PLANT, TN US"
37870,TN,36.47,-83.81,"TAZEWELL, TN US"
38585,TN,35.74,-85.45,"FALL CREEK FALLS SP, TN US"
37337,TN,35.74,-84.83,"SPRING CITY, TN US"
37381,TN,35.68,-84.86,"SPRING CITY, TN US"
37172,TN,36.49,-86.87,"SPRINGFIELD EXPERIMENTAL STATION, TN US"
37174,TN,35.74,-86.92,"THOMPSON STATION, TN US"
38256,TN,36.25,-88.15,"BIG SANDY, TN US"
38069,TN,35.46,-89.4,"BROWNSVILLE, TN US"
38379,TN,35.15,-88.42,"SAVANNAH 6 SW, TN US"
37175,TN,36.32,-87.89,"TENNESSEE RIDGE, TN US"
37871,TN,36.06,-83.68,"SEVIERVILLE, TN US"
38380,TN,35.79,-88.02,"MOUSETAIL LANDING STATE PARK, TN US"
38483,TN,35.43,-87.33,"MOUNT PLEASANT 1 N, TN US"
37872,TN,36.24,-84.67,"LANCING 6 NW, TN US"
37873,TN,36.47,-82.85,"ROGERSVILLE 1 NE, TN US"
37874,TN,35.6,-84.46,"DECATUR 7 NE, TN US"
38488,TN,35.05,-86.68,"FAYETTEVILLE WATER PLANT, TN US"
37877,TN,36.14,-83.4,"MORRISTOWN WEATHER FORECAST OFFICE, TN US"
37879,TN,36.45,-83.57,"TAZEWELL, TN US"
37690,TN,36.24,-82.54,"ERWIN 1 W, TN US"
37385,TN,35.36,-84.29,"TELLICO PLAINS, TN US"
37880,TN,35.66,-84.66,"DECATUR 7 NE, TN US"
37178,TN,36.31,-87.76,"TENNESSEE RIDGE, TN US"
37179,TN,35.82,-87.01,"THOMPSON STATION, TN US"
37881,TN,36.35,-83.41,"MORRISTOWN RADIO WCR, TN US"
38079,TN,36.37,-89.47,"SAMBURG W. L. REFUGE, TN US"
38381,TN,35.35,-88.95,"BOLIVAR WATER WORKS, TN US"
37882,TN,35.67,-83.75,"TOWNSEND 5 S, TN US"
37387,TN,35.25,-85.75,"MONTEAGLE, TN US"
37691,TN,36.34,-81.74,"MOUNTAIN CITY 2, TN US"
38382,TN,35.97,-88.93,"MILAN EXPERIMENTAL STATION, TN US"
38258,TN,36.01,-88.62,"MILAN EXPERIMENTAL STATION, TN US"
38259,TN,36.2,-89.18,"UNION CITY, TN US"
38260,TN,36.33,-89.16,"UNION CITY, TN US"
37388,TN,35.37,-86.2,"TULLAHOMA, TN US"
37389,TN,35.37,-86.14,"TULLAHOMA, TN US"
37391,TN,35.12,-84.35,"TELLICO PLAINS, TN US"
37692,TN,36.19,-82.35,"ERWIN 1 W, TN US"
38261,TN,36.42,-89.05,"UNION CITY, TN US"
37180,TN,35.62,-86.59,"EAGLEVILLE 1 SW, TN US"
37181,TN,36.23,-87.44,"DICKSON, TN US"
37885,TN,35.59,-84.23,"LENOIR CITY, TN US"
37886,TN,35.72,-83.81,"TOWNSEND 5 S, TN US"
38587,TN,35.85,-85.62,"ROCK ISLAND STATE PARK, TN US"
37887,TN,36.1,-84.58,"LANCING 6 NW, TN US"
37183,TN,35.52,-86.33,"WARTRACE 6 E, TN US"
37848,TN,36.24,-83.66,"JEFFERSON CITY, TN US"
37888,TN,36.31,-83.59,"TAZEWELL, TN US"
37694,TN,36.36,-82.29,"ELIZABETHTON, TN US"
37184,TN,36.09,-86.13,"WATERTOWN PUBLIC SAFETY COMPLEX, TN US"
37185,TN,36.09,-87.78,"WAVERLY AIRPORT, TN US"
38485,TN,35.32,-87.75,"WAYNESBORO, TN US"
37186,TN,36.56,-86.24,"BETHPAGE 1 S, TN US"
38486,TN,35.15,-87.53,"LAWRENCEBURG FILTER PLANT, TN US"
38387,TN,35.88,-88.29,"HUNTINGDON WATER PLA, TN US"
37187,TN,36.1,-87.21,"MONTGOMERY BELL SP, TN US"
37188,TN,36.46,-86.66,"WHITE HOUSE, TN US"
37890,TN,36.09,-83.29,"MORRISTOWN WEATHER FORECAST OFFICE, TN US"
37891,TN,36.29,-83.13,"ROGERSVILLE 1 NE, TN US"
37189,TN,36.28,-86.83,"GOODLETTSVILLE 7 WNW, TN US"
37396,TN,35.09,-85.39,"LOOKOUT MTN POINT PARK, TN US"
38075,TN,35.32,-89.14,"BOLIVAR WATER WORKS, TN US"
38588,TN,36.48,-85.7,"GAINESBORO, TN US"
37397,TN,35.2,-85.51,"WHITWELL SEQUATCHIE VLY, TN US"
38589,TN,36.26,-85.08,"MONTEREY, TN US"
38388,TN,35.78,-88.36,"LEXINGTON, TN US"
38476,TN,35.8,-87.25,"CENTERVILLE 4 NE, TN US"
38487,TN,35.64,-87.23,"MOUNT PLEASANT 1 N, TN US"
38076,TN,35.15,-89.37,"MOSCOW, TN US"
37398,TN,35.18,-86.1,"WINCHESTER 5 SE, TN US"
37892,TN,36.56,-84.45,"ONEIDA, TN US"
37190,TN,35.82,-86.07,"WOODBURY 1 WNW, TN US"
37191,TN,36.5,-87.54,"CLARKSVILLE OUTLAW AIRPORT, TN US"
38390,TN,35.86,-88.37,"HUNTINGDON WATER PLA, TN US"
42202,KY,36.66,-86.85,"SPRINGFIELD EXPERIMENTAL STATION, TN US"
42120,KY,36.67,-86.27,"SCOTTSVILLE, KY US"
42602,KY,36.69,-85.13,"BYRDSTOWN, TN US"
41601,KY,37.61,-82.72,"PAINTSVILLE 1 E, KY US"
42204,KY,36.71,-87.06,"RUSSELLVILLE, KY US"
42020,KY,36.71,-88.31,"MURRAY, KY US"
42603,KY,36.76,-85.01,"MONTICELLO 3 NE, KY US"
42122,KY,36.86,-86.35,"BOWLING GREEN WARREN CO AIRPORT, KY US"
40402,KY,37.32,-83.96,"BOONEVILLE 12 SW, KY US"
41121,KY,38.42,-82.81,"GRAYSON 2 E, KY US"
40902,KY,36.8,-83.64,"BARBOURVILLE, KY US"
42021,KY,36.79,-89.01,"BARDWELL 2 E, KY US"
40903,KY,36.83,-83.84,"BARBOURVILLE, KY US"
41712,KY,37.37,-83.14,"JACKSON JULIAN CARROLL AIRPORT, KY US"
41512,KY,37.26,-82.43,"BREAKS INTERSTATE PARK, VA US"
41101,KY,38.45,-82.64,"ASHLAND, KY US"
41102,KY,38.45,-82.64,"ASHLAND, KY US"
42206,KY,36.86,-86.71,"RUSSELLVILLE, KY US"
42123,KY,36.81,-86.01,"ETOILE, KY US"
41602,KY,37.73,-82.75,"PAINTSVILLE 1 E, KY US"
40003,KY,38.26,-85.05,"FRANKFORT CAPITAL CITY AIRPORT, KY US"
41603,KY,37.58,-82.7,"PAINTSVILLE 1 E, KY US"
40906,KY,36.86,-83.88,"BARBOURVILLE, KY US"
40946,KY,36.95,-83.83,"BARBOURVILLE, KY US"
40004,KY,37.81,-85.46,"BARDSTOWN 5 E, KY US"
42023,KY,36.87,-89.01,"BARDWELL 2 E, KY US"
42024,KY,37.05,-89.04,"BARDWELL 2 E, KY US"
40104,KY,38.06,-86.3,"BRANDENBURG, KY US"
40806,KY,36.86,-83.33,"BAXTER, KY US"
41714,KY,37.16,-83.54,"ONEIDA, KY US"
41311,KY,37.58,-83.7,"HEIDELBERG 2 N, KY US"
41203,KY,37.83,-82.43,"INEZ 2 E, KY US"
41604,KY,37.39,-82.65,"CLINTWOOD 1 W, VA US"
42320,KY,37.4,-86.87,"BEAVER DAM, KY US"
40006,KY,38.59,-85.31,"CRESTWOOD 4 NE, KY US"
42323,KY,37.17,-87.05,"ROCHESTER FERRY, KY US"
42324,KY,37.14,-86.96,"ROCHESTER FERRY, KY US"
42207,KY,37.28,-86.28,"NOLIN RIVER LAKE, KY US"
41513,KY,37.34,-82.37,"BREAKS INTERSTATE PARK, VA US"
41514,KY,37.62,-82.26,"WILLIAMSON, WV US"
41535,KY,37.59,-82.27,"WILLIAMSON, WV US"
41567,KY,37.56,-82.27,"WILLIAMSON, WV US"
42025,KY,36.85,-88.35,"GILBERTSVILLE KY DAM, KY US"
40403,KY,37.57,-84.29,"BEREA COLLEGE, KY US"
42516,KY,37.23,-84.76,"PHIL, KY US"
40007,KY,38.4,-85.06,"FRANKFORT LOCK 4, KY US"
41605,KY,37.55,-82.63,"PAINTSVILLE 1 E, KY US"
40913,KY,36.93,-83.53,"BAXTER, KY US"
41606,KY,37.33,-82.71,"CLINTWOOD 1 W, VA US"
42712,KY,37.55,-86.15,"LEITCHFIELD 2 N, KY US"
40914,KY,37.16,-83.56,"ONEIDA, KY US"
40808,KY,36.97,-83.21,"BAXTER, KY US"
40915,KY,36.87,-83.82,"BARBOURVILLE, KY US"
41804,KY,37.14,-82.97,"BIG STONE GAP, VA US"
41832,KY,37.14,-82.95,"BIG STONE GAP, VA US"
41124,KY,38.02,-82.85,"CHARLEY 2 SW, KY US"
41160,KY,38.01,-82.95,"CHARLEY 2 SW, KY US"
41226,KY,37.98,-82.96,"CHARLEY 2 SW, KY US"
40810,KY,36.92,-83.36,"BAXTER, KY US"
40816,KY,37.0,-83.34,"BAXTER, KY US"
40008,KY,37.91,-85.31,"BARDSTOWN 5 E, KY US"
41607,KY,37.62,-82.84,"PAINTSVILLE 1 E, KY US"
42027,KY,36.91,-88.61,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US"
42713,KY,37.37,-85.9,"HODGENVILLE LINCOLN, KY US"
41719,KY,37.31,-83.22,"BUCKHORN LAKE, KY US"
41314,KY,37.47,-83.67,"BOONEVILLE 1 SE, KY US"
41351,KY,37.31,-83.59,"ONEIDA, KY US"
41364,KY,37.39,-83.62,"BOONEVILLE 1 SE, KY US"
41204,KY,37.83,-82.7,"PAINTSVILLE 1 E, KY US"
40107,KY,37.78,-85.66,"BERNHEIM FOREST, KY US"
42101,KY,36.97,-86.44,"BOWLING GREEN WARREN CO AIRPORT, KY US"
42103,KY,36.97,-86.44,"BOWLING GREEN WARREN CO AIRPORT, KY US"
42104,KY,36.97,-86.44,"BOWLING GREEN WARREN CO AIRPORT, KY US"
40009,KY,37.49,-85.14,"BRADFORDSVILLE, KY US"
40108,KY,37.99,-86.18,"BRANDENBURG, KY US"
42715,KY,36.95,-85.41,"MARROWBONE, KY US"
42741,KY,37.01,-85.25,"JAMESTOWN, KY US"
42325,KY,37.36,-87.21,"CALHOUN LOCK 2, KY US"
40409,KY,37.4,-84.41,"MOUNT VERNON, KY US"
42518,KY,36.98,-84.61,"SOMERSET 2 N, KY US"
40109,KY,38.06,-85.71,"LOUISVILLE WEATHER FORECAST OFFICE, KY US"
42210,KY,37.18,-86.25,"BOWLING GREEN 21 NNE, KY US"
40921,KY,36.77,-83.92,"BARBOURVILLE, KY US"
41721,KY,37.34,-83.47,"BUCKHORN LAKE, KY US"
40010,KY,38.38,-85.43,"CRESTWOOD 4 NE, KY US"
42716,KY,37.51,-85.7,"HODGENVILLE LINCOLN, KY US"
41722,KY,37.29,-83.16,"BUCKHORN LAKE, KY US"
41517,KY,37.18,-82.6,"CLINTWOOD 1 W, VA US"
42717,KY,36.79,-85.36,"MARROWBONE, KY US"
42028,KY,37.21,-88.4,"GILBERTSVILLE KY DAM, KY US"
42519,KY,36.98,-84.6,"SOMERSET 2 N, KY US"
42211,KY,36.86,-87.82,"HOPKINSVILLE, KY US"
42327,KY,37.54,-87.25,"CALHOUN LOCK 2, KY US"
42371,KY,37.49,-87.28,"CALHOUN LOCK 2, KY US"
42029,KY,37.03,-88.35,"GILBERTSVILLE KY DAM, KY US"
40813,KY,36.72,-83.62,"TAZEWELL, TN US"
40011,KY,38.52,-85.2,"CRESTWOOD 4 NE, KY US"
40075,KY,38.55,-85.12,"WARSAW MARKLAND DAM, KY US"
42718,KY,37.34,-85.34,"GREENSBURG, KY US"
42733,KY,37.31,-85.28,"GREENSBURG, KY US"
40376,KY,37.79,-83.7,"BEATTYVILLE 4 N, KY US"
41301,KY,37.73,-83.54,"BEATTYVILLE 4 N, KY US"
41360,KY,37.76,-83.61,"BEATTYVILLE 4 N, KY US"
41519,KY,37.6,-82.32,"WILLIAMSON, WV US"
42721,KY,37.42,-86.48,"LEITCHFIELD 2 N, KY US"
42722,KY,37.28,-85.78,"GREENSBURG, KY US"
41408,KY,37.78,-83.27,"WEST LIBERTY 3 NW, KY US"
40923,KY,36.91,-83.85,"BARBOURVILLE, KY US"
40311,KY,38.31,-84.03,"CYNTHIANA, KY US"
40350,KY,38.26,-83.93,"CYNTHIANA, KY US"
41129,KY,38.41,-82.6,"ASHLAND, KY US"
42127,KY,37.13,-85.96,"MAMMOTH CAVE, KY US"
40815,KY,36.74,-83.26,"BAXTER, KY US"
42724,KY,37.66,-85.95,"ELIZABETHTOWN, KY US"
42214,KY,37.13,-85.68,"GREENSBURG, KY US"
42328,KY,37.41,-86.99,"BEAVER DAM, KY US"
42330,KY,37.29,-87.12,"ROCHESTER FERRY, KY US"
42215,KY,36.96,-87.66,"HOPKINSVILLE, KY US"
40012,KY,37.9,-85.21,"BARDSTOWN 5 E, KY US"
41727,KY,37.34,-83.35,"BUCKHORN LAKE, KY US"
42726,KY,37.49,-86.22,"LEITCHFIELD 2 N, KY US"
42404,KY,37.47,-87.82,"PROVIDENCE, KY US"
40312,KY,37.86,-83.92,"STANTON 2 W, KY US"
41317,KY,37.46,-83.29,"JACKSON JULIAN CARROLL AIRPORT, KY US"
40313,KY,38.16,-83.43,"FARMERS 2 S, KY US"
42031,KY,36.66,-88.99,"BARDWELL 2 E, KY US"
40927,KY,36.9,-83.06,"PENNINGTON GAP, VA US"
40111,KY,37.83,-86.62,"ROUGH RIVER LAKE, KY US"
40819,KY,36.82,-83.45,"BAXTER, KY US"
42728,KY,37.09,-85.3,"JAMESTOWN, KY US"
42753,KY,37.22,-85.14,"PHIL, KY US"
42032,KY,36.75,-89.1,"BARDWELL 2 E, KY US"
41729,KY,37.26,-83.21,"BUCKHORN LAKE, KY US"
40701,KY,36.93,-84.1,"LONDON CORBIN AIRPORT, KY US"
41731,KY,37.13,-83.07,"BAXTER, KY US"
41819,KY,37.0,-83.02,"BIG STONE GAP, VA US"
42406,KY,37.73,-87.7,"HENDERSON 8 SSW, KY US"
40013,KY,37.9,-85.46,"BARDSTOWN 5 E, KY US"
40419,KY,37.46,-84.5,"CRAB ORCHARD 6 N, KY US"
40820,KY,36.76,-83.17,"PENNINGTON GAP, VA US"
40014,KY,38.33,-85.48,"CRESTWOOD 4 NE, KY US"
42217,KY,37.04,-87.48,"HOPKINSVILLE, KY US"
42333,KY,37.33,-86.8,"ROCHESTER FERRY, KY US"
42729,KY,37.3,-86.06,"BOWLING GREEN 21 NNE, KY US"
40823,KY,36.98,-82.98,"BIG STONE GAP, VA US"
42035,KY,36.89,-88.87,"BARDWELL 2 E, KY US"
40115,KY,37.73,-86.25,"CORNERS, KY US"
41615,KY,37.55,-82.69,"PAINTSVILLE 1 E, KY US"
40422,KY,37.64,-84.77,"DANVILLE, KY US"
41616,KY,37.16,-82.95,"BIG STONE GAP, VA US"
42408,KY,37.17,-87.68,"PRINCETON 1 SE, KY US"
41812,KY,37.24,-82.77,"CLINTWOOD 1 W, VA US"
41735,KY,37.02,-83.08,"BAXTER, KY US"
40316,KY,37.91,-83.53,"WEST LIBERTY 11 NW, KY US"
42036,KY,36.69,-88.16,"KENLAKE RESORT, KY US"
42409,KY,37.51,-87.69,"PROVIDENCE, KY US"
42321,KY,37.18,-87.12,"ROCHESTER FERRY, KY US"
42326,KY,37.27,-87.01,"ROCHESTER FERRY, KY US"
42337,KY,37.21,-87.04,"ROCHESTER FERRY, KY US"
42731,KY,36.83,-85.55,"MARROWBONE, KY US"
42219,KY,37.18,-86.76,"WOODBURY, KY US"
42338,KY,37.55,-86.78,"BEAVER DAM, KY US"
42339,KY,37.08,-87.01,"ROCHESTER FERRY, KY US"
42528,KY,37.2,-85.0,"PHIL, KY US"
41621,KY,37.62,-82.72,"PAINTSVILLE 1 E, KY US"
42410,KY,37.27,-87.51,"MADISONVILLE, KY US"
40729,KY,37.18,-84.11,"LONDON CORBIN AIRPORT, KY US"
41622,KY,37.51,-82.8,"PAINTSVILLE 1 E, KY US"
42732,KY,37.58,-86.05,"ELIZABETHTOWN, KY US"
42038,KY,37.07,-88.07,"EDDYVILLE 5 S, KY US"
42129,KY,36.98,-85.62,"MARROWBONE, KY US"
40117,KY,37.93,-86.17,"BRANDENBURG, KY US"
42701,KY,37.7,-85.87,"ELIZABETHTOWN, KY US"
41522,KY,37.3,-82.34,"BREAKS INTERSTATE PARK, VA US"
42220,KY,36.81,-87.15,"RUSSELLVILLE, KY US"
42280,KY,36.94,-87.09,"RUSSELLVILLE, KY US"
40019,KY,38.36,-85.17,"CRESTWOOD 4 NE, KY US"
41740,KY,37.33,-83.07,"BUCKHORN LAKE, KY US"
40826,KY,37.05,-82.79,"BIG STONE GAP, VA US"
41815,KY,37.11,-82.79,"WISE 1 SE, VA US"
40827,KY,37.06,-83.45,"BAXTER, KY US"
42567,KY,37.27,-84.65,"SOMERSET 2 N, KY US"
40828,KY,36.86,-83.19,"BAXTER, KY US"
40843,KY,36.86,-83.0,"PENNINGTON GAP, VA US"
41425,KY,37.89,-83.44,"WEST LIBERTY 3 NW, KY US"
40118,KY,38.11,-85.75,"LOUISVILLE INTERNATIONAL AIRPORT, KY US"
40119,KY,37.6,-86.55,"ROUGH RIVER LAKE, KY US"
42039,KY,36.75,-88.79,"BARDWELL 2 E, KY US"
42040,KY,36.67,-88.53,"MURRAY, KY US"
41524,KY,37.4,-82.24,"BREAKS INTERSTATE PARK, VA US"
42533,KY,37.06,-84.59,"SOMERSET 2 N, KY US"
40022,KY,38.15,-85.31,"CRESTWOOD 4 NE, KY US"
40023,KY,38.16,-85.42,"LOUISVILLE WEATHER FORECAST OFFICE, KY US"
41219,KY,37.93,-82.88,"CHARLEY 2 SW, KY US"
40935,KY,36.82,-83.76,"BARBOURVILLE, KY US"
40997,KY,36.88,-83.71,"BARBOURVILLE, KY US"
41139,KY,38.51,-82.72,"ASHLAND, KY US"
42343,KY,37.63,-86.71,"ROUGH RIVER LAKE, KY US"
42361,KY,37.53,-86.7,"ROUGH RIVER LAKE, KY US"
41527,KY,37.63,-82.29,"WILLIAMSON, WV US"
42223,KY,36.65,-87.54,"CLARKSVILLE OUTLAW AIRPORT, TN US"
40121,KY,37.89,-85.96,"BRANDENBURG, KY US"
40122,KY,37.89,-85.96,"BRANDENBURG, KY US"
42133,KY,36.72,-85.96,"ETOILE, KY US"
40939,KY,36.79,-83.74,"BARBOURVILLE, KY US"
40940,KY,36.64,-83.92,"NEWCOMB, TN US"
40601,KY,38.19,-84.86,"FRANKFORT LOCK 4, KY US"
42134,KY,36.72,-86.57,"PORTLAND SEWAGE PLANT, TN US"
42411,KY,37.2,-88.05,"EDDYVILLE 5 S, KY US"
41528,KY,37.54,-82.14,"WILLIAMSON, WV US"
40322,KY,37.95,-83.62,"FARMERS 2 S, KY US"
42041,KY,36.51,-88.88,"MARTIN UNIVERSITY OF TN EXPERIMENT STATION, TN US"
42140,KY,36.63,-85.79,"ETOILE, KY US"
40140,KY,37.78,-86.35,"CORNERS, KY US"
41817,KY,37.35,-82.92,"JACKSON JULIAN CARROLL AIRPORT, KY US"
41630,KY,37.48,-82.83,"PAINTSVILLE 1 E, KY US"
41632,KY,37.54,-82.92,"PAINTSVILLE 1 E, KY US"
41141,KY,38.55,-83.19,"WARNOCK2, KY US"
41745,KY,37.33,-83.4,"BUCKHORN LAKE, KY US"
40324,KY,38.2,-84.55,"LEXINGTON BLUEGRASS AIRPORT, KY US"
42044,KY,36.96,-88.27,"GILBERTSVILLE KY DAM, KY US"
40943,KY,36.93,-83.84,"BARBOURVILLE, KY US"
42131,KY,36.81,-85.91,"ETOILE, KY US"
42141,KY,36.99,-85.92,"ETOILE, KY US"
42156,KY,36.88,-86.03,"BARREN RIVER LAKE, KY US"
42740,KY,37.6,-85.91,"ELIZABETHTOWN, KY US"
40026,KY,38.4,-85.59,"CRESTWOOD 4 NE, KY US"
42232,KY,36.85,-87.65,"HOPKINSVILLE, KY US"
42742,KY,37.08,-85.41,"GREENSBURG, KY US"
42344,KY,37.24,-87.29,"MADISONVILLE, KY US"
42045,KY,37.0,-88.23,"GILBERTSVILLE KY DAM, KY US"
40328,KY,37.58,-85.05,"BRADFORDSVILLE, KY US"
40734,KY,36.94,-84.0,"BARBOURVILLE, KY US"
41143,KY,38.33,-82.93,"GRAYSON 2 E, KY US"
42743,KY,37.25,-85.49,"GREENSBURG, KY US"
41144,KY,38.57,-82.82,"WARNOCK2, KY US"
42345,KY,37.2,-87.17,"ROCHESTER FERRY, KY US"
41631,KY,37.49,-82.64,"BREAKS INTERSTATE PARK, VA US"
40142,KY,37.88,-86.21,"CORNERS, KY US"
42234,KY,36.65,-87.17,"CLARKSVILLE SEWAGE PLANT, TN US"
41222,KY,37.78,-82.79,"PAINTSVILLE 1 E, KY US"
41821,KY,37.1,-83.02,"BIG STONE GAP, VA US"
42047,KY,37.33,-88.4,"GILBERTSVILLE KY DAM, KY US"
42413,KY,37.41,-87.47,"MADISONVILLE, KY US"
41746,KY,37.2,-83.09,"BUCKHORN LAKE, KY US"
42048,KY,36.76,-88.3,"KENLAKE RESORT, KY US"
40143,KY,37.77,-86.45,"MCDANIELS, KY US"
40171,KY,37.93,-86.45,"CORNERS, KY US"
41531,KY,37.61,-82.24,"WILLIAMSON, WV US"
42746,KY,37.25,-85.8,"GREENSBURG, KY US"
40818,KY,36.8,-83.23,"BAXTER, KY US"
40831,KY,36.84,-83.32,"BAXTER, KY US"
40840,KY,36.95,-83.39,"BAXTER, KY US"
40858,KY,37.0,-83.39,"BAXTER, KY US"
40144,KY,37.75,-86.41,"MCDANIELS, KY US"
40178,KY,37.68,-86.42,"MCDANIELS, KY US"
41635,KY,37.53,-82.63,"PAINTSVILLE 1 E, KY US"
40330,KY,37.76,-84.84,"DIX DAM, KY US"
42347,KY,37.45,-86.89,"BEAVER DAM, KY US"
42348,KY,37.89,-86.75,"ROUGH RIVER LAKE, KY US"
41701,KY,37.25,-83.19,"BUCKHORN LAKE, KY US"
41723,KY,37.25,-83.3,"BUCKHORN LAKE, KY US"
42049,KY,36.5,-88.32,"MURRAY, KY US"
41332,KY,37.79,-83.41,"WEST LIBERTY 3 NW, KY US"
40949,KY,36.88,-83.87,"BARBOURVILLE, KY US"
41534,KY,37.27,-82.49,"CLINTWOOD 1 W, VA US"
42420,KY,37.83,-87.58,"HENDERSON 8 SSW, KY US"
42236,KY,36.71,-87.6,"HOPKINSVILLE, KY US"
42050,KY,36.56,-89.18,"SAMBURG W. L. REFUGE, TN US"
42051,KY,36.84,-88.69,"PADUCAH BARKLEY REGIONAL AIRPORT, KY US"
41636,KY,37.39,-82.72,"CLINTWOOD 1 W, VA US"
41822,KY,37.33,-82.98,"JACKSON JULIAN CARROLL AIRPORT, KY US"
40953,KY,36.91,-83.81,"BARBOURVILLE, KY US"
41132,KY,38.28,-82.82,"GRAYSON 2 E, KY US"
41146,KY,38.23,-82.91,"GRAYSON 2 E, KY US"
42748,KY,37.56,-85.73,"HODGENVILLE LINCOLN, KY US"
42153,KY,36.7,-86.06,"SCOTTSVILLE, KY US"
42240,KY,36.85,-87.49,"HOPKINSVILLE, KY US"
42349,KY,37.4,-86.71,"BEAVER DAM, KY US"
42749,KY,37.17,-85.91,"MAMMOTH CAVE, KY US"
40145,KY,37.65,-86.28,"MCDANIELS, KY US"
41640,KY,37.54,-82.83,"PAINTSVILLE 1 E, KY US"
40845,KY,36.74,-83.53,"BAXTER, KY US"
40437,KY,37.47,-84.81,"DANVILLE, KY US"
41749,KY,37.16,-83.37,"BUCKHORN LAKE, KY US"
41762,KY,37.22,-83.5,"BUCKHORN LAKE, KY US"
41766,KY,37.18,-83.42,"BUCKHORN LAKE, KY US"
41214,KY,37.82,-82.55,"INEZ 2 E, KY US"
41224,KY,37.86,-82.53,"INEZ 2 E, KY US"
40336,KY,37.69,-83.96,"CRESSY, KY US"
40472,KY,37.68,-83.94,"CRESSY, KY US"
40146,KY,37.87,-86.28,"CORNERS, KY US"
42350,KY,37.44,-87.14,"CALHOUN LOCK 2, KY US"
41338,KY,37.36,-83.76,"BOONEVILLE 12 SW, KY US"
41824,KY,37.18,-82.89,"CLINTWOOD 1 W, VA US"
41149,KY,38.06,-83.05,"GIMLET 9 N, KY US"
41642,KY,37.59,-82.66,"PAINTSVILLE 1 E, KY US"
41825,KY,37.16,-82.68,"CLINTWOOD 1 W, VA US"
41307,KY,37.55,-83.57,"BOONEVILLE 1 SE, KY US"
41310,KY,37.64,-83.24,"JACKSON JULIAN CARROLL AIRPORT, KY US"
41339,KY,37.55,-83.37,"JACKSON JULIAN CARROLL AIRPORT, KY US"
41366,KY,37.59,-83.23,"JACKSON JULIAN CARROLL AIRPORT, KY US"
41390,KY,37.42,-83.37,"BUCKHORN LAKE, KY US"
42629,KY,36.99,-85.07,"JAMESTOWN, KY US"
41751,KY,37.2,-83.13,"BUCKHORN LAKE, KY US"
41774,KY,37.18,-83.14,"BUCKHORN LAKE, KY US"
40337,KY,37.96,-83.82,"STANTON 2 W, KY US"
41537,KY,37.17,-82.62,"CLINTWOOD 1 W, VA US"
41563,KY,37.21,-82.55,"CLINTWOOD 1 W, VA US"
41826,KY,37.16,-82.92,"BIG STONE GAP, VA US"
42252,KY,37.23,-86.51,"WOODBURY, KY US"
