Zipcode,State,Lat,Long
42354,KY,37.37,-86.92
40447,KY,37.43,-83.98
41835,KY,37.21,-82.66
42355,KY,37.85,-87.0
40040,KY,37.73,-85.06
42431,KY,37.33,-87.5
42757,KY,37.45,-85.75
41547,KY,37.53,-82.1
41836,KY,37.3,-82.91
42259,KY,37.2,-86.1
40962,KY,37.15,-83.76
42436,KY,37.41,-87.57
42064,KY,37.33,-88.07
41159,KY,38.01,-82.95
41649,KY,37.57,-82.75
40830,KY,36.75,-83.33
40964,KY,36.78,-83.33
42066,KY,36.73,-88.64
41837,KY,37.13,-82.76
41838,KY,37.16,-82.75
41855,KY,37.15,-82.73
41234,KY,37.79,-82.73
40334,KY,38.01,-83.77
40346,KY,37.94,-83.76
42069,KY,36.91,-88.75
41612,KY,37.3,-82.7
41650,KY,37.35,-82.69
42541,KY,37.35,-84.81
40965,KY,36.61,-83.72
40347,KY,38.14,-84.68
42762,KY,37.45,-86.5
40045,KY,38.71,-85.37
41651,KY,37.47,-82.75
40856,KY,36.76,-83.58
41352,KY,37.86,-83.37
42633,KY,36.84,-84.84
40351,KY,38.19,-83.44
42437,KY,37.68,-87.9
42261,KY,37.21,-86.7
40046,KY,38.03,-85.16
42157,KY,36.8,-85.81
42764,KY,37.43,-85.62
40353,KY,38.06,-83.94
40456,KY,37.36,-84.34
40047,KY,38.04,-85.55
41839,KY,37.41,-82.87
41548,KY,37.38,-82.25
40155,KY,37.93,-85.99
42765,KY,37.28,-85.89
42071,KY,36.61,-88.31
42544,KY,37.07,-84.75
41840,KY,37.21,-82.7
40050,KY,38.43,-85.17
42076,KY,36.59,-88.06
40051,KY,37.65,-85.58
40052,KY,37.63,-85.51
40355,KY,38.62,-84.89
40356,KY,37.87,-84.58
42442,KY,37.18,-87.45
42262,KY,36.66,-87.42
42159,KY,37.04,-86.25
41238,KY,37.8,-82.94
41164,KY,38.3,-83.16
42265,KY,36.75,-87.01
40358,KY,38.09,-83.69
40972,KY,37.27,-83.64
42301,KY,37.75,-87.11
42303,KY,37.75,-87.11
40359,KY,38.53,-84.83
40360,KY,38.13,-83.75
42001,KY,37.07,-88.63
42003,KY,37.07,-88.63
40461,KY,37.61,-84.41
41216,KY,37.74,-82.79
41240,KY,37.81,-82.8
41257,KY,37.88,-82.79
40361,KY,38.2,-84.26
42160,KY,37.09,-86.04
42634,KY,36.84,-84.48
40464,KY,37.6,-84.9
40862,KY,37.0,-82.89
40863,KY,36.75,-83.46
40157,KY,37.98,-86.31
42266,KY,36.77,-87.35
40055,KY,38.48,-85.32
40468,KY,37.64,-84.95
40056,KY,38.31,-85.48
41553,KY,37.5,-82.16
42366,KY,37.7,-86.93
41554,KY,37.44,-82.33
41501,KY,37.47,-82.51
41571,KY,37.63,-82.42
41250,KY,37.79,-82.42
42635,KY,36.66,-84.43
41843,KY,37.27,-82.88
40977,KY,36.76,-83.7
41555,KY,37.54,-82.25
41844,KY,37.33,-82.87
41861,KY,37.4,-82.8
40036,KY,38.43,-84.98
40057,KY,38.35,-85.11
42367,KY,37.23,-87.16
41845,KY,37.12,-82.91
41645,KY,37.53,-82.79
41653,KY,37.67,-82.76
42445,KY,37.1,-87.88
41619,KY,37.48,-82.74
41655,KY,37.53,-82.74
40059,KY,38.34,-85.6
42441,KY,37.38,-87.64
42450,KY,37.39,-87.75
40865,KY,36.9,-83.22
41166,KY,38.63,-83.09
41557,KY,37.49,-82.44
40160,KY,37.82,-85.94
40060,KY,37.55,-85.43
41847,KY,37.21,-82.94
42451,KY,37.87,-87.37
41559,KY,37.35,-82.37
42638,KY,36.67,-84.47
42368,KY,37.69,-86.77
40161,KY,38.0,-86.41
40475,KY,37.74,-84.29
40162,KY,37.75,-85.96
41254,KY,37.86,-82.72
40979,KY,37.02,-83.51
42452,KY,37.67,-87.52
41560,KY,37.32,-82.57
42273,KY,37.2,-86.89
42274,KY,36.9,-86.55
40759,KY,36.82,-84.11
42369,KY,37.33,-86.99
42163,KY,37.06,-86.1
41365,KY,37.74,-83.63
42275,KY,37.23,-86.45
41367,KY,37.41,-83.2
41848,KY,37.1,-82.94
41464,KY,37.67,-83.02
41168,KY,38.29,-82.73
41169,KY,38.51,-82.69
42642,KY,37.05,-85.07
42276,KY,36.83,-86.89
42372,KY,37.41,-87.26
40370,KY,38.39,-84.53
42453,KY,37.18,-87.55
40062,KY,37.62,-85.46
42078,KY,37.26,-88.23
40371,KY,38.11,-83.61
40372,KY,37.91,-84.86
41465,KY,37.74,-83.06
40481,KY,37.48,-84.09
41171,KY,38.09,-83.12
41759,KY,37.22,-83.05
40982,KY,36.91,-83.7
42553,KY,37.17,-84.63
42164,KY,36.74,-86.19
42455,KY,37.6,-87.52
42079,KY,36.56,-88.58
40983,KY,37.31,-83.78
40374,KY,38.2,-83.92
41562,KY,37.42,-82.49
40065,KY,38.21,-85.23
40165,KY,37.98,-85.71
41564,KY,37.62,-82.35
40763,KY,36.69,-83.96
40067,KY,38.21,-85.35
42456,KY,37.49,-87.5
41763,KY,37.07,-83.11
41764,KY,37.13,-83.28
40068,KY,38.38,-85.25
42081,KY,37.13,-88.4
42171,KY,37.05,-86.2
42501,KY,37.08,-84.6
42503,KY,37.08,-84.6
42776,KY,37.52,-85.89
41174,KY,38.7,-83.01
41175,KY,38.72,-82.96
42458,KY,37.82,-87.42
40069,KY,37.68,-85.22
41256,KY,37.83,-82.84
40379,KY,38.27,-84.68
40484,KY,37.53,-84.66
40380,KY,37.84,-83.85
41659,KY,37.58,-82.67
42647,KY,36.69,-84.47
41566,KY,37.97,-82.18
40170,KY,37.91,-86.53
40868,KY,37.09,-83.39
40988,KY,36.88,-83.52
41568,KY,37.52,-82.03
42649,KY,36.62,-84.43
42459,KY,37.54,-87.98
40070,KY,38.48,-85.26
42124,KY,36.86,-85.63
42130,KY,36.91,-85.76
42166,KY,36.88,-85.7
42782,KY,37.31,-85.61
42285,KY,37.25,-86.28
42082,KY,36.9,-88.51
40071,KY,38.03,-85.34
41660,KY,37.42,-82.64
41260,KY,37.81,-82.76
42083,KY,37.16,-88.25
41189,KY,38.57,-83.57
41262,KY,37.87,-82.59
42151,KY,36.65,-85.61
42167,KY,36.7,-85.69
41862,KY,37.36,-82.78
40870,KY,36.94,-83.11
41663,KY,37.58,-82.63
42286,KY,36.72,-87.26
40995,KY,36.78,-83.81
41263,KY,37.84,-82.76
40486,KY,37.34,-83.9
41264,KY,38.0,-82.71
42461,KY,37.77,-87.93
42784,KY,37.46,-85.89
42376,KY,37.61,-87.07
41135,KY,38.38,-83.26
41179,KY,38.59,-83.32
41385,KY,37.62,-83.41
41265,KY,37.76,-82.75
40383,KY,38.05,-84.72
41772,KY,37.39,-83.0
41760,KY,37.21,-83.09
41773,KY,37.21,-83.06
41386,KY,37.46,-83.77
40175,KY,37.81,-85.97
41572,KY,37.33,-82.57
40385,KY,37.73,-84.15
40076,KY,38.13,-85.06
40873,KY,36.82,-83.41
40874,KY,36.97,-83.44
41267,KY,37.83,-82.42
42085,KY,36.56,-88.81
42462,KY,37.7,-87.81
41666,KY,37.44,-82.8
40489,KY,37.33,-84.68
41180,KY,38.15,-82.79
40176,KY,37.88,-86.33
41667,KY,37.32,-82.71
40387,KY,37.91,-83.5
41775,KY,37.12,-83.36
41421,KY,37.96,-83.13
41472,KY,37.91,-83.26
42086,KY,37.11,-88.77
40177,KY,37.98,-85.95
40077,KY,38.48,-85.46
41669,KY,37.33,-82.72
42788,KY,37.55,-86.03
42464,KY,37.18,-87.38
41833,KY,37.02,-82.95
41858,KY,37.11,-82.82
42378,KY,37.68,-86.86
42653,KY,36.72,-84.47
42087,KY,36.96,-89.08
40769,KY,36.73,-84.16
41271,KY,37.82,-82.72
40078,KY,37.81,-85.12
40390,KY,37.86,-84.65
40391,KY,37.99,-84.18
42565,KY,37.13,-84.91
42088,KY,36.64,-88.73
41255,KY,37.88,-82.84
41274,KY,37.86,-82.79
40771,KY,36.9,-84.08
42170,KY,36.84,-86.52
41776,KY,37.17,-83.3
41183,KY,38.55,-82.73
41777,KY,37.07,-83.21
42566,KY,37.35,-84.83
41397,KY,37.68,-83.68
38257,TN,36.49,-88.88
41001,KY,38.96,-84.38
41002,KY,38.77,-84.0
41003,KY,38.52,-84.38
41004,KY,38.68,-84.06
41005,KY,39.02,-84.72
41006,KY,38.78,-84.37
41007,KY,38.91,-84.26
41008,KY,38.67,-85.16
41045,KY,38.73,-85.06
41010,KY,38.49,-84.56
41011,KY,39.08,-84.5
41014,KY,39.08,-84.5
41015,KY,38.98,-84.48
41016,KY,39.08,-84.5
41017,KY,39.02,-84.56
41018,KY,39.0,-84.58
41030,KY,38.78,-84.6
41031,KY,38.38,-84.29
41033,KY,38.74,-84.47
41034,KY,38.75,-83.88
41035,KY,38.68,-84.59
41039,KY,38.42,-83.86
41040,KY,38.67,-84.33
41041,KY,38.42,-83.73
41042,KY,38.99,-84.64
41043,KY,38.79,-84.21
41044,KY,38.65,-83.96
41046,KY,38.71,-84.82
41048,KY,39.08,-84.7
41049,KY,38.29,-83.65
41051,KY,38.95,-84.54
41052,KY,38.65,-84.75
41055,KY,38.53,-83.87
41056,KY,38.62,-83.78
41059,KY,39.03,-84.37
41063,KY,38.83,-84.51
41064,KY,38.53,-84.03
41071,KY,39.08,-84.48
41073,KY,39.1,-84.47
41074,KY,39.11,-84.46
41075,KY,39.08,-84.45
41076,KY,39.08,-84.48
41080,KY,39.03,-84.83
41083,KY,38.65,-84.94
41086,KY,38.67,-84.9
41091,KY,38.95,-84.66
41092,KY,38.83,-84.69
41093,KY,38.4,-83.61
41094,KY,38.86,-84.61
41095,KY,38.78,-84.89
41097,KY,38.63,-84.56
41098,KY,38.6,-85.06
31001,GA,31.99,-83.3
31620,GA,31.13,-83.42
31002,GA,32.52,-82.59
30410,GA,32.18,-82.57
30411,GA,32.14,-82.77
31622,GA,31.38,-83.22
31701,GA,31.57,-84.17
31705,GA,31.57,-84.17
31707,GA,31.57,-84.17
31721,GA,31.52,-84.3
31301,GA,31.78,-81.6
31510,GA,31.54,-82.47
31512,GA,31.59,-83.01
31709,GA,32.07,-84.22
31719,GA,32.06,-84.26
31711,GA,32.19,-84.14
30802,GA,33.6,-82.31
31712,GA,31.83,-83.73
39813,GA,31.41,-84.69
31714,GA,31.7,-83.65
39815,GA,30.74,-84.47
30901,GA,33.45,-81.99
30904,GA,33.45,-81.99
30905,GA,33.45,-81.99
30906,GA,33.45,-81.99
30907,GA,33.45,-81.99
30909,GA,33.45,-81.99
30912,GA,33.45,-81.99
30803,GA,33.19,-82.52
31624,GA,31.27,-82.73
31716,GA,31.37,-84.16
39817,GA,30.9,-84.57
39819,GA,30.8,-84.5
31625,GA,31.0,-83.51
30413,GA,32.88,-82.47
31513,GA,31.76,-82.35
31516,GA,31.29,-82.24
39823,GA,31.33,-84.94
31302,GA,32.11,-81.3
39824,GA,31.55,-84.86
30805,GA,33.29,-82.19
31005,GA,32.5,-83.56
31626,GA,30.79,-83.79
31801,GA,32.58,-84.61
39825,GA,30.94,-84.71
31518,GA,31.44,-82.21
39826,GA,31.82,-84.32
30415,GA,32.38,-81.66
31519,GA,31.62,-82.88
31520,GA,31.15,-81.48
31522,GA,31.21,-81.37
31523,GA,31.21,-81.64
31525,GA,31.32,-81.53
31527,GA,31.04,-81.41
31803,GA,32.31,-84.51
31006,GA,32.55,-84.23
31007,GA,32.2,-83.9
31008,GA,32.65,-83.75
31009,GA,32.34,-83.04
39827,GA,30.97,-84.2
39828,GA,30.87,-84.2
31730,GA,31.22,-84.21
31804,GA,32.66,-84.88
31011,GA,32.1,-83.06
31012,GA,32.39,-83.15
31733,GA,31.54,-83.54
30417,GA,32.16,-81.9
39834,GA,30.89,-84.44
31303,GA,32.48,-81.26
31735,GA,31.96,-83.96
30420,GA,32.28,-82.13
31014,GA,32.38,-83.35
39836,GA,31.66,-84.87
30421,GA,32.18,-82.1
39837,GA,31.15,-84.67
31829,GA,32.56,-84.74
31901,GA,32.51,-84.87
31903,GA,32.51,-84.87
31904,GA,32.51,-84.87
31905,GA,32.39,-84.87
31906,GA,32.51,-84.87
31907,GA,32.51,-84.87
31909,GA,32.51,-84.87
31738,GA,31.01,-83.86
31015,GA,31.96,-83.77
31016,GA,32.86,-84.09
31805,GA,32.3,-84.77
39840,GA,31.77,-84.75
39841,GA,31.28,-84.67
31017,GA,32.6,-83.24
31305,GA,31.37,-81.42
31018,GA,32.98,-82.6
39842,GA,31.76,-84.44
30808,GA,33.41,-82.38
31532,GA,31.72,-82.69
31743,GA,31.95,-84.06
31019,GA,32.43,-83.06
31629,GA,30.78,-83.66
31744,GA,31.31,-83.91
39845,GA,31.04,-84.87
31533,GA,31.5,-82.85
31535,GA,31.5,-82.85
31020,GA,32.63,-83.47
31021,GA,32.53,-82.92
31027,GA,32.53,-82.92
31022,GA,32.53,-83.08
31630,GA,30.98,-82.86
31023,GA,32.19,-83.17
31024,GA,33.32,-83.38
39846,GA,31.56,-84.73
31025,GA,32.33,-83.73
31308,GA,32.12,-81.48
31806,GA,32.23,-84.3
31807,GA,32.64,-84.79
31749,GA,31.4,-83.33
30809,GA,33.51,-82.14
31631,GA,30.68,-82.56
31750,GA,31.7,-83.25
31309,GA,31.88,-81.42
31537,GA,30.83,-82.0
31029,GA,33.03,-83.94
39851,GA,31.61,-84.99
31808,GA,32.63,-84.98
31030,GA,32.55,-83.88
30425,GA,32.65,-82.09
39854,GA,31.85,-85.04
30810,GA,33.23,-82.59
30426,GA,33.04,-81.71
30427,GA,31.93,-81.93
30428,GA,32.18,-82.67
31031,GA,32.88,-83.33
31032,GA,33.0,-83.53
30813,GA,33.44,-82.2
31312,GA,32.33,-81.39
31033,GA,33.08,-83.44
31632,GA,30.99,-83.37
31811,GA,32.75,-84.87
30814,GA,33.41,-82.31
31035,GA,32.82,-82.72
31756,GA,31.21,-83.97
31036,GA,32.28,-83.47
31539,GA,31.86,-82.59
31037,GA,32.07,-82.91
30815,GA,33.28,-82.1
31038,GA,33.17,-83.7
31313,GA,31.83,-81.59
31314,GA,31.87,-81.61
31315,GA,31.87,-81.61
31542,GA,31.18,-82.13
31634,GA,31.03,-82.75
31543,GA,31.33,-81.95
31041,GA,32.37,-84.18
39859,GA,30.97,-84.8
31042,GA,32.81,-83.17
31544,GA,31.81,-82.97
39861,GA,31.14,-85.0
31044,GA,32.68,-83.34
31545,GA,31.59,-81.88
31546,GA,31.59,-81.88
31045,GA,33.33,-82.73
31046,GA,33.12,-83.82
31812,GA,32.6,-84.45
31047,GA,32.45,-83.58
30816,GA,33.23,-82.22
31548,GA,30.79,-81.66
31049,GA,32.69,-82.51
31635,GA,31.04,-83.07
31636,GA,30.68,-83.18
39862,GA,31.48,-84.5
31763,GA,31.73,-84.17
31637,GA,31.26,-83.46
31764,GA,31.95,-84.08
30817,GA,33.79,-82.47
31052,GA,32.76,-83.86
30434,GA,32.99,-82.4
31316,GA,31.71,-81.74
31549,GA,31.93,-82.68
31815,GA,32.04,-84.79
30436,GA,32.2,-82.32
31054,GA,32.84,-83.19
31055,GA,32.06,-82.9
31201,GA,32.83,-83.65
31204,GA,32.83,-83.65
31206,GA,32.83,-83.65
31210,GA,32.83,-83.65
31211,GA,32.83,-83.65
31216,GA,32.83,-83.65
31217,GA,32.83,-83.65
31220,GA,32.83,-83.65
31816,GA,32.85,-84.61
31550,GA,31.1,-82.57
31057,GA,32.45,-83.94
31058,GA,32.5,-84.37
31765,GA,31.07,-84.09
31551,GA,31.47,-82.21
30439,GA,32.39,-82.06
31820,GA,32.58,-84.84
30441,GA,32.82,-82.23
31320,GA,31.8,-81.42
31060,GA,32.01,-83.06
31061,GA,33.08,-83.23
30442,GA,32.8,-81.94
31552,GA,31.26,-82.66
30820,GA,33.21,-82.7
31063,GA,32.29,-84.02
31064,GA,33.3,-83.68
31065,GA,32.56,-83.15
39866,GA,31.55,-84.62
39867,GA,31.82,-84.94
31638,GA,30.94,-83.5
31768,GA,31.16,-83.77
31788,GA,31.12,-83.68
30445,GA,32.18,-82.59
31050,GA,32.63,-83.96
31066,GA,32.83,-84.04
31553,GA,31.2,-81.98
31639,GA,31.2,-83.24
31641,GA,30.9,-83.07
30446,GA,32.58,-81.5
39870,GA,31.3,-84.37
31554,GA,31.51,-82.63
31771,GA,31.26,-83.68
30821,GA,33.46,-82.7
31772,GA,31.77,-83.97
31773,GA,30.97,-84.05
31774,GA,31.59,-83.24
31555,GA,31.66,-82.02
31068,GA,32.29,-84.06
31821,GA,32.14,-85.01
31775,GA,31.33,-83.59
39877,GA,31.92,-84.49
31557,GA,31.38,-82.13
31778,GA,30.96,-83.73
31642,GA,31.29,-82.85
31779,GA,31.12,-84.15
31321,GA,32.13,-81.62
30822,GA,32.9,-81.95
31069,GA,32.46,-83.73
31070,GA,32.19,-83.76
31822,GA,32.86,-84.85
31823,GA,32.78,-84.82
31071,GA,32.1,-83.5
31072,GA,31.94,-83.54
31780,GA,32.03,-84.39
31322,GA,32.1,-81.25
30450,GA,32.53,-81.93
31781,GA,31.51,-83.78
31824,GA,32.06,-84.54
31643,GA,30.78,-83.56
31645,GA,31.07,-83.19
31783,GA,31.8,-83.48
30452,GA,32.36,-81.88
30453,GA,32.08,-82.11
31075,GA,32.38,-82.99
31076,GA,32.55,-84.09
31077,GA,31.98,-83.2
31323,GA,31.72,-81.44
31825,GA,32.08,-84.67
31324,GA,31.93,-81.3
31326,GA,32.29,-81.23
31078,GA,32.71,-84.01
31079,GA,31.94,-83.45
30454,GA,32.36,-82.74
30455,GA,32.66,-81.82
31081,GA,32.42,-84.28
31562,GA,30.5,-82.12
31547,GA,30.8,-81.53
31558,GA,30.75,-81.57
31784,GA,31.26,-84.02
31082,GA,32.98,-82.81
30456,GA,32.97,-81.76
31401,GA,32.08,-81.1
31404,GA,32.08,-81.1
31405,GA,32.08,-81.1
31406,GA,32.08,-81.1
31407,GA,32.08,-81.1
31408,GA,32.08,-81.1
31410,GA,32.08,-81.1
31411,GA,32.08,-81.1
31415,GA,32.08,-81.1
31419,GA,32.08,-81.1
31421,GA,32.08,-81.1
31560,GA,31.48,-82.01
31085,GA,33.4,-83.58
39886,GA,31.73,-84.6
31826,GA,32.81,-84.69
31787,GA,31.9,-84.25
30457,GA,32.37,-82.59
31647,GA,31.16,-83.44
31087,GA,33.27,-82.97
31329,GA,32.36,-81.3
30823,GA,33.21,-82.46
31648,GA,30.7,-83.03
30458,GA,32.44,-81.77
30461,GA,32.44,-81.77
31649,GA,30.93,-83.0
31789,GA,31.51,-83.74
31563,GA,31.72,-82.19
30401,GA,32.59,-82.33
31790,GA,31.67,-83.63
30467,GA,32.75,-81.63
31791,GA,31.52,-83.83
31827,GA,32.67,-84.54
30470,GA,32.31,-82.55
31089,GA,32.93,-82.81
31757,GA,30.83,-83.97
31792,GA,30.83,-83.97
30824,GA,33.46,-82.5
31793,GA,31.46,-83.51
31794,GA,31.46,-83.51
31090,GA,32.82,-83.08
31331,GA,31.53,-81.52
30471,GA,32.58,-82.15
31328,GA,32.01,-80.85
31795,GA,31.47,-83.65
31091,GA,32.25,-83.73
30473,GA,32.03,-82.5
31601,GA,30.84,-83.27
31602,GA,30.84,-83.27
31605,GA,30.84,-83.27
31606,GA,30.84,-83.27
30474,GA,32.21,-82.4
31092,GA,32.08,-83.79
30477,GA,32.86,-82.4
31830,GA,32.88,-84.67
31028,GA,32.63,-83.67
31088,GA,32.61,-83.63
31093,GA,32.61,-83.63
31098,GA,32.61,-83.63
30828,GA,33.4,-82.66
31094,GA,33.13,-82.79
31796,GA,31.82,-83.92
31565,GA,31.09,-81.72
31831,GA,32.68,-84.73
31501,GA,31.21,-82.35
31503,GA,31.21,-82.35
30830,GA,33.09,-82.01
31566,GA,31.22,-81.79
31567,GA,31.6,-82.73
31832,GA,31.97,-84.61
31833,GA,32.87,-85.16
39897,GA,30.9,-84.32
31568,GA,31.03,-81.82
31650,GA,31.34,-83.04
31569,GA,30.95,-81.72
31836,GA,32.78,-84.56
31798,GA,31.62,-83.05
30818,GA,33.21,-82.28
30833,GA,33.2,-82.38
31096,GA,32.72,-82.72
31097,GA,32.91,-84.14
29801,SC,33.54,-81.72
29803,SC,33.54,-81.72
29805,SC,33.54,-81.72
29810,SC,33.0,-81.3
29812,SC,33.24,-81.36
29902,SC,32.42,-80.68
29906,SC,32.42,-80.68
29907,SC,32.43,-80.64
29817,SC,33.36,-81.28
29909,SC,32.3,-80.92
29910,SC,32.23,-80.86
29819,SC,34.04,-82.21
29911,SC,32.92,-81.18
29821,SC,33.63,-82.14
29916,SC,32.74,-80.92
29824,SC,33.78,-81.93
29918,SC,32.75,-81.24
29827,SC,32.95,-81.23
29922,SC,32.6,-81.24
29828,SC,33.52,-81.81
29829,SC,33.56,-81.81
29924,SC,32.86,-81.1
29927,SC,32.27,-81.07
29915,SC,32.12,-80.86
29926,SC,32.19,-80.74
29928,SC,32.19,-80.74
29929,SC,32.9,-80.93
29831,SC,33.32,-81.79
29832,SC,33.83,-81.8
29932,SC,32.81,-81.24
29835,SC,33.91,-82.29
29836,SC,33.06,-81.47
29838,SC,33.71,-82.18
29840,SC,34.0,-82.5
29809,SC,33.41,-81.68
29841,SC,33.51,-81.95
29842,SC,33.48,-81.89
29860,SC,33.51,-81.95
29843,SC,33.18,-81.18
29934,SC,32.6,-81.15
29845,SC,33.84,-82.25
29935,SC,32.38,-80.69
29912,SC,32.58,-80.92
29936,SC,32.48,-80.98
29920,SC,32.38,-80.56
29940,SC,32.56,-80.73
29941,SC,32.6,-80.79
29943,SC,32.46,-81.1
29847,SC,33.74,-81.84
29848,SC,33.98,-82.29
29849,SC,33.09,-81.2
29944,SC,32.85,-81.08
29851,SC,33.51,-81.82
29853,SC,33.4,-81.42
29856,SC,33.48,-81.51
29945,SC,32.69,-80.85
36310,AL,31.56,-85.25
35005,AL,33.59,-86.95
35540,AL,34.19,-87.17
35006,AL,33.42,-87.19
35441,AL,32.87,-87.73
35007,AL,33.22,-86.82
36720,AL,32.23,-87.41
35950,AL,34.26,-86.2
35951,AL,34.26,-86.2
35010,AL,32.92,-85.93
36250,AL,33.78,-85.9
35442,AL,33.12,-88.15
35014,AL,33.33,-86.18
35952,AL,34.03,-86.31
36420,AL,31.3,-86.48
36421,AL,31.37,-86.47
35610,AL,34.91,-87.27
36721,AL,32.07,-87.56
36201,AL,33.66,-85.81
36203,AL,33.66,-85.81
36205,AL,33.66,-85.81
36206,AL,33.66,-85.81
36207,AL,33.66,-85.81
35016,AL,34.32,-86.5
36311,AL,31.59,-85.71
35541,AL,34.08,-87.21
36722,AL,32.07,-87.56
36312,AL,31.18,-85.23
36251,AL,33.27,-85.83
35953,AL,33.83,-86.26
35611,AL,34.78,-86.95
35613,AL,34.78,-86.95
35614,AL,34.78,-86.95
36502,AL,31.02,-87.49
35954,AL,34.01,-86.1
36830,AL,32.59,-85.48
36832,AL,32.59,-85.48
36003,AL,32.43,-86.65
36505,AL,30.92,-88.02
35019,AL,34.26,-86.61
36005,AL,31.81,-85.83
35542,AL,33.7,-87.68
36507,AL,30.88,-87.77
36509,AL,30.4,-88.25
35543,AL,34.26,-87.71
36425,AL,31.73,-87.2
35544,AL,33.93,-88.02
35546,AL,33.66,-87.6
35020,AL,33.37,-86.96
35022,AL,33.37,-86.96
35023,AL,33.43,-86.99
36006,AL,32.66,-86.7
35203,AL,33.52,-86.79
35204,AL,33.52,-86.79
35205,AL,33.52,-86.79
35206,AL,33.52,-86.79
35207,AL,33.52,-86.79
35208,AL,33.52,-86.79
35209,AL,33.52,-86.79
35210,AL,33.52,-86.79
35211,AL,33.52,-86.79
35212,AL,33.52,-86.79
35213,AL,33.52,-86.79
35214,AL,33.52,-86.79
35215,AL,33.52,-86.79
35216,AL,33.52,-86.79
35217,AL,33.52,-86.79
35218,AL,33.52,-86.79
35221,AL,33.52,-86.79
35222,AL,33.52,-86.79
35223,AL,33.52,-86.79
35224,AL,33.52,-86.79
35226,AL,33.52,-86.79
35228,AL,33.52,-86.79
35233,AL,33.52,-86.79
35234,AL,33.52,-86.79
35235,AL,33.52,-86.79
35242,AL,33.52,-86.79
35243,AL,33.52,-86.79
35244,AL,33.52,-86.79
36314,AL,31.0,-85.74
35031,AL,34.08,-86.58
35956,AL,34.2,-86.15
35957,AL,34.2,-86.15
35443,AL,32.75,-88.02
36511,AL,30.31,-87.72
36009,AL,31.58,-86.25
35033,AL,33.95,-87.0
35034,AL,32.94,-87.17
36426,AL,31.11,-87.07
35740,AL,34.94,-85.71
35035,AL,33.06,-86.98
35548,AL,34.01,-87.77
35444,AL,33.24,-87.32
35741,AL,34.7,-86.46
36010,AL,31.71,-85.81
35958,AL,34.95,-85.64
35446,AL,33.25,-87.73
35040,AL,33.1,-86.75
36726,AL,31.99,-87.29
36727,AL,31.95,-88.02
36850,AL,32.8,-85.65
35549,AL,33.89,-87.52
35447,AL,33.26,-88.09
36432,AL,31.29,-87.02
36728,AL,32.18,-87.46
35959,AL,34.22,-85.59
35960,AL,34.15,-85.67
35042,AL,32.95,-87.13
36316,AL,31.18,-85.87
36518,AL,31.46,-88.25
35043,AL,33.32,-86.63
35616,AL,34.75,-87.96
35044,AL,33.27,-86.35
36521,AL,30.92,-88.2
36522,AL,31.09,-88.24
35045,AL,32.84,-86.62
35046,AL,32.84,-86.62
36016,AL,31.88,-85.45
35049,AL,33.99,-86.57
36017,AL,31.7,-85.61
36317,AL,31.6,-85.43
36523,AL,30.4,-88.16
36318,AL,31.16,-85.9
36524,AL,31.76,-88.08
35452,AL,33.28,-87.67
35961,AL,34.26,-85.86
36319,AL,31.29,-85.11
35051,AL,33.17,-86.6
36020,AL,32.49,-86.33
35550,AL,33.76,-87.19
35453,AL,33.16,-87.36
36320,AL,31.05,-85.3
35618,AL,34.66,-87.31
36321,AL,31.19,-85.3
36435,AL,31.89,-87.46
36255,AL,33.21,-85.69
35053,AL,34.07,-87.05
36525,AL,30.89,-88.0
35054,AL,33.45,-86.34
35962,AL,34.28,-85.99
35055,AL,34.17,-86.83
35057,AL,34.17,-86.83
35058,AL,34.17,-86.83
36852,AL,32.75,-85.23
36853,AL,32.83,-85.76
36322,AL,31.3,-85.71
36362,AL,31.34,-85.71
35619,AL,34.39,-87.12
36526,AL,30.62,-87.89
36527,AL,30.67,-87.88
36528,AL,30.25,-88.11
36256,AL,33.05,-85.63
35963,AL,34.35,-85.92
36022,AL,32.62,-86.4
35601,AL,34.57,-86.98
35603,AL,34.57,-86.98
36529,AL,31.21,-88.31
36258,AL,33.45,-85.68
36732,AL,32.5,-87.83
35552,AL,34.02,-88.16
36736,AL,32.05,-87.72
35061,AL,33.47,-86.94
35062,AL,33.73,-87.08
36301,AL,31.23,-85.4
36303,AL,31.23,-85.4
36305,AL,31.23,-85.4
35553,AL,34.14,-87.4
36028,AL,31.5,-86.37
35456,AL,33.06,-87.42
35744,AL,34.6,-85.91
36260,AL,33.6,-85.97
35457,AL,33.32,-87.81
36024,AL,32.63,-86.03
36323,AL,31.41,-86.07
36530,AL,30.41,-87.6
35554,AL,33.92,-87.61
35620,AL,34.92,-86.97
36025,AL,32.53,-86.31
35458,AL,33.36,-87.8
35459,AL,32.72,-88.31
35063,AL,33.84,-87.01
36330,AL,31.32,-85.84
35460,AL,32.69,-88.12
36026,AL,32.8,-86.11
35745,AL,34.91,-86.2
35461,AL,33.41,-88.21
36027,AL,31.9,-85.15
35462,AL,32.84,-87.89
35621,AL,34.33,-86.75
36401,AL,31.43,-86.95
35064,AL,33.47,-86.91
36532,AL,30.51,-87.88
35622,AL,34.37,-86.9
36738,AL,32.45,-87.59
35555,AL,33.69,-87.83
36029,AL,32.17,-85.9
36855,AL,33.01,-85.35
35966,AL,34.8,-85.73
36441,AL,31.01,-87.25
