Zipcode,State,Lat,Long
37032,TN,36.55,-87.0
38551,TN,36.54,-85.5
37033,TN,35.79,-87.44
37034,TN,35.62,-86.69
37035,TN,36.37,-87.11
37310,TN,35.28,-84.76
37036,TN,36.18,-87.34
37402,TN,35.06,-85.25
37403,TN,35.06,-85.25
37404,TN,35.06,-85.25
37405,TN,35.06,-85.25
37406,TN,35.06,-85.25
37407,TN,35.06,-85.25
37408,TN,35.06,-85.25
37409,TN,35.06,-85.25
37410,TN,35.06,-85.25
37411,TN,35.06,-85.25
37412,TN,35.06,-85.25
37415,TN,35.06,-85.25
37416,TN,35.06,-85.25
37419,TN,35.06,-85.25
37421,TN,35.06,-85.25
37450,TN,35.06,-85.25
38552,TN,36.18,-85.84
37037,TN,35.7,-86.34
37641,TN,36.24,-82.71
37642,TN,36.52,-82.71
37645,TN,36.56,-82.65
37715,TN,36.54,-83.95
38553,TN,36.21,-84.96
37040,TN,36.56,-87.34
37042,TN,36.56,-87.34
37043,TN,36.56,-87.34
37171,TN,36.36,-87.3
37311,TN,35.17,-84.86
37312,TN,35.17,-84.86
37323,TN,35.17,-84.86
38425,TN,35.38,-87.99
37716,TN,36.09,-84.13
37313,TN,35.33,-85.71
37046,TN,35.77,-86.74
38017,TN,35.05,-89.67
38450,TN,35.17,-87.74
38401,TN,35.62,-87.04
38501,TN,36.15,-85.5
38506,TN,36.15,-85.5
37317,TN,34.99,-84.37
38016,TN,35.15,-89.75
38018,TN,35.15,-89.75
37047,TN,35.35,-86.84
37721,TN,36.12,-83.8
37722,TN,35.81,-83.25
38224,TN,36.37,-88.47
37048,TN,36.48,-86.59
38326,TN,35.03,-88.29
38019,TN,35.56,-89.64
37318,TN,35.16,-86.01
37723,TN,35.9,-84.88
38554,TN,36.24,-85.18
37049,TN,36.54,-86.68
38555,TN,35.95,-85.03
38558,TN,35.95,-85.03
38571,TN,35.95,-85.03
38572,TN,35.95,-85.03
38327,TN,35.23,-88.32
38451,TN,35.46,-86.99
37050,TN,36.38,-87.64
37051,TN,36.3,-87.4
37724,TN,36.59,-83.66
37052,TN,36.37,-87.43
38452,TN,35.05,-87.79
37725,TN,36.02,-83.41
37321,TN,35.49,-85.01
37322,TN,35.52,-84.79
38329,TN,35.58,-88.11
37324,TN,35.2,-86.08
37726,TN,36.21,-84.83
37325,TN,35.25,-84.62
37369,TN,35.18,-84.56
37727,TN,35.91,-83.02
38391,TN,35.54,-88.97
37055,TN,36.07,-87.37
37057,TN,36.4,-86.04
37058,TN,36.48,-87.84
37059,TN,36.01,-85.94
38559,TN,35.85,-85.51
38225,TN,36.27,-88.69
38023,TN,35.46,-89.94
38454,TN,35.71,-87.35
38226,TN,36.47,-88.66
37327,TN,35.37,-85.38
38330,TN,36.07,-88.99
38024,TN,36.03,-89.38
38028,TN,35.2,-89.66
37060,TN,35.74,-86.65
37731,TN,36.5,-83.08
37643,TN,36.33,-82.23
38560,TN,36.24,-85.88
37328,TN,35.01,-86.35
37329,TN,35.42,-84.48
38332,TN,35.38,-88.42
37061,TN,36.31,-87.7
37650,TN,36.14,-82.41
37330,TN,35.26,-86.13
38456,TN,35.32,-87.3
37331,TN,35.33,-84.52
38333,TN,36.11,-87.99
37332,TN,35.56,-84.95
37062,TN,35.97,-87.12
37656,TN,36.41,-82.62
37333,TN,35.14,-84.32
37334,TN,35.14,-86.56
38334,TN,35.35,-88.61
38030,TN,35.98,-89.58
38457,TN,35.03,-87.28
37657,TN,36.01,-82.56
37335,TN,35.04,-86.45
38459,TN,35.19,-86.8
37064,TN,35.92,-86.84
37067,TN,35.92,-86.84
37069,TN,35.92,-86.84
38034,TN,35.91,-89.24
37737,TN,35.75,-84.13
38337,TN,35.77,-88.98
38562,TN,36.36,-85.65
37066,TN,36.37,-86.45
38037,TN,35.83,-89.4
37738,TN,35.72,-83.49
37336,TN,35.3,-84.91
38138,TN,35.08,-89.79
38139,TN,35.08,-89.79
38229,TN,36.21,-88.61
37072,TN,36.33,-86.7
38460,TN,35.12,-87.14
38563,TN,36.18,-85.93
38039,TN,35.04,-89.18
38564,TN,36.27,-85.74
37338,TN,35.44,-85.08
37742,TN,35.65,-84.17
37073,TN,36.42,-86.8
37743,TN,36.16,-82.81
37745,TN,36.16,-82.81
38230,TN,36.15,-88.8
38565,TN,36.25,-85.03
37339,TN,35.36,-85.74
37340,TN,35.01,-85.5
38339,TN,35.01,-88.54
38040,TN,35.88,-89.4
38461,TN,35.58,-87.35
37658,TN,36.28,-82.17
37748,TN,35.93,-84.56
37341,TN,35.12,-85.14
37752,TN,36.56,-83.54
37753,TN,35.81,-83.14
37074,TN,36.39,-86.15
37754,TN,36.12,-84.04
37755,TN,36.43,-84.56
38340,TN,35.44,-88.64
37075,TN,36.29,-86.6
38041,TN,35.67,-89.57
38231,TN,36.2,-88.41
37076,TN,36.13,-86.58
38567,TN,36.1,-85.9
38569,TN,36.09,-85.85
38042,TN,35.15,-89.12
38568,TN,36.4,-85.43
37342,TN,35.36,-85.95
37343,TN,35.16,-85.2
37351,TN,35.12,-85.28
38462,TN,35.55,-87.55
38341,TN,35.89,-88.07
38342,TN,36.03,-88.27
38232,TN,36.33,-89.29
38044,TN,35.22,-88.83
38343,TN,35.82,-88.9
38344,TN,36.0,-88.41
37345,TN,35.05,-86.26
37756,TN,36.41,-84.48
38345,TN,35.58,-88.5
37078,TN,35.94,-87.76
37079,TN,36.47,-87.66
38463,TN,35.02,-87.58
37757,TN,36.33,-84.19
38347,TN,35.46,-88.53
38301,TN,35.63,-88.82
38305,TN,35.63,-88.82
38556,TN,36.43,-84.93
37347,TN,35.05,-85.62
37760,TN,36.11,-83.48
37762,TN,36.57,-84.12
37819,TN,36.54,-84.2
37080,TN,36.33,-86.91
37601,TN,36.33,-82.36
37604,TN,36.33,-82.36
37615,TN,36.33,-82.36
37659,TN,36.29,-82.47
37348,TN,35.12,-86.46
38233,TN,36.19,-89.01
37660,TN,36.52,-82.55
37663,TN,36.52,-82.55
37664,TN,36.52,-82.55
37665,TN,36.52,-82.55
37763,TN,35.87,-84.51
37082,TN,36.09,-87.1
37902,TN,35.97,-83.94
37909,TN,35.97,-83.94
37912,TN,35.97,-83.94
37914,TN,35.97,-83.94
37915,TN,35.97,-83.94
37916,TN,35.97,-83.94
37917,TN,35.97,-83.94
37918,TN,35.97,-83.94
37919,TN,35.97,-83.94
37920,TN,35.97,-83.94
37921,TN,35.97,-83.94
37922,TN,35.97,-83.94
37923,TN,35.97,-83.94
37924,TN,35.97,-83.94
37929,TN,35.97,-83.94
37931,TN,35.97,-83.94
37932,TN,35.97,-83.94
37934,TN,35.87,-84.17
37938,TN,35.97,-83.94
37764,TN,35.97,-83.62
37083,TN,36.52,-86.03
37729,TN,36.42,-83.99
37766,TN,36.37,-84.12
37769,TN,36.22,-84.15
37770,TN,36.15,-84.69
37085,TN,35.94,-86.29
37086,TN,35.99,-86.57
38348,TN,35.86,-88.64
38464,TN,35.24,-87.33
37087,TN,36.2,-86.32
37090,TN,36.2,-86.32
37771,TN,35.8,-84.27
37772,TN,35.8,-84.27
38047,TN,36.07,-89.5
38468,TN,35.12,-87.3
37091,TN,35.44,-86.78
38351,TN,35.65,-88.39
37095,TN,36.0,-85.98
37681,TN,36.22,-82.63
37096,TN,35.61,-87.84
38570,TN,36.38,-85.32
37097,TN,35.75,-87.79
37350,TN,34.99,-85.35
38469,TN,35.08,-87.43
37774,TN,35.73,-84.35
37777,TN,35.82,-84.04
38352,TN,35.6,-88.59
37779,TN,36.2,-83.74
38471,TN,35.11,-87.9
37098,TN,35.87,-87.32
37352,TN,35.28,-86.35
38472,TN,35.37,-87.0
37353,TN,35.08,-84.98
37101,TN,36.1,-87.63
38201,TN,36.13,-88.51
37110,TN,35.68,-85.77
37115,TN,36.25,-86.69
37354,TN,35.52,-84.35
37355,TN,35.46,-86.08
38236,TN,36.18,-88.28
38237,TN,36.34,-88.85
37801,TN,35.74,-83.97
37803,TN,35.74,-83.97
37804,TN,35.74,-83.97
37878,TN,35.55,-83.93
37806,TN,36.06,-83.76
38049,TN,35.41,-89.53
37807,TN,36.24,-83.8
38355,TN,35.8,-88.77
38356,TN,35.45,-88.86
38103,TN,35.1,-90.0
38104,TN,35.1,-90.0
38105,TN,35.1,-90.0
38106,TN,35.1,-90.0
38107,TN,35.1,-90.0
38108,TN,35.1,-90.0
38109,TN,35.1,-90.0
38111,TN,35.1,-90.0
38112,TN,35.1,-90.0
38114,TN,35.1,-90.0
38115,TN,35.1,-90.0
38116,TN,35.1,-90.0
38117,TN,35.1,-90.0
38118,TN,35.1,-90.0
38119,TN,35.1,-90.0
38120,TN,35.1,-90.0
38122,TN,35.1,-90.0
38125,TN,35.1,-90.0
38126,TN,35.1,-90.0
38127,TN,35.1,-90.0
38128,TN,35.1,-90.0
38131,TN,35.1,-90.0
38132,TN,35.1,-90.0
38133,TN,35.1,-90.0
38134,TN,35.1,-90.0
38135,TN,35.1,-90.0
38137,TN,35.1,-90.0
38141,TN,35.1,-90.0
38157,TN,35.1,-90.0
38392,TN,35.48,-89.03
38357,TN,35.06,-88.42
38052,TN,35.06,-88.89
38358,TN,35.91,-88.75
38359,TN,35.37,-88.36
38053,TN,35.33,-89.88
37118,TN,35.92,-86.17
38473,TN,35.03,-87.17
37810,TN,36.19,-83.05
38573,TN,36.45,-85.2
37356,TN,35.24,-85.84
38574,TN,36.13,-85.24
37811,TN,36.34,-83.22
38361,TN,35.31,-88.35
37357,TN,35.6,-85.91
37813,TN,36.21,-83.29
37814,TN,36.21,-83.29
38057,TN,35.06,-89.39
37809,TN,36.28,-82.42
37818,TN,36.19,-82.95
38575,TN,36.59,-85.68
37680,TN,36.55,-81.76
37683,TN,36.47,-81.8
37122,TN,36.2,-86.52
38474,TN,35.55,-87.19
37359,TN,35.18,-86.41
38058,TN,35.44,-89.8
37127,TN,35.85,-86.39
37128,TN,35.85,-86.39
37129,TN,35.85,-86.39
37130,TN,35.85,-86.39
37201,TN,36.17,-86.78
37203,TN,36.17,-86.78
37204,TN,36.17,-86.78
37205,TN,36.17,-86.78
37206,TN,36.17,-86.78
37207,TN,36.17,-86.78
37208,TN,36.17,-86.78
37209,TN,36.17,-86.78
37210,TN,36.17,-86.78
37211,TN,36.17,-86.78
37212,TN,36.17,-86.78
37213,TN,36.17,-86.78
37214,TN,36.17,-86.78
37215,TN,36.17,-86.78
37216,TN,36.17,-86.78
37217,TN,36.17,-86.78
37218,TN,36.17,-86.78
37219,TN,36.17,-86.78
37220,TN,36.17,-86.78
37221,TN,36.17,-86.78
37228,TN,36.17,-86.78
37238,TN,36.17,-86.78
38059,TN,36.11,-89.26
37134,TN,36.01,-87.95
37820,TN,36.09,-83.55
37821,TN,35.96,-83.19
37825,TN,36.43,-83.6
37826,TN,35.51,-84.54
37135,TN,35.94,-86.64
37360,TN,35.45,-86.25
37137,TN,35.89,-87.52
37829,TN,35.98,-84.55
38362,TN,35.75,-88.79
38060,TN,35.22,-89.51
37830,TN,35.96,-84.29
38240,TN,36.26,-89.19
37361,TN,35.1,-84.7
37362,TN,35.04,-84.64
37138,TN,36.22,-86.61
38475,TN,35.26,-88.04
37840,TN,36.03,-84.32
37841,TN,36.5,-84.51
37140,TN,35.87,-87.65
37363,TN,35.06,-85.09
37141,TN,36.6,-86.67
38577,TN,36.56,-84.95
37365,TN,35.35,-85.56
38241,TN,36.41,-88.58
37142,TN,36.41,-87.5
38242,TN,36.3,-88.3
37843,TN,36.0,-83.09
38328,TN,35.63,-88.23
38363,TN,35.65,-88.12
37143,TN,36.1,-87.05
37366,TN,35.32,-85.78
37144,TN,35.31,-86.63
37846,TN,35.67,-84.4
37367,TN,35.6,-85.19
37686,TN,36.44,-82.34
38366,TN,35.47,-88.73
37847,TN,36.46,-84.29
37145,TN,36.35,-85.9
37146,TN,36.37,-87.04
38061,TN,35.05,-88.81
37148,TN,36.58,-86.51
37849,TN,36.03,-84.02
38477,TN,35.05,-87.0
38478,TN,35.19,-87.03
38251,TN,36.44,-88.33
38579,TN,35.83,-85.54
38367,TN,35.07,-88.61
37149,TN,35.8,-86.19
38368,TN,35.51,-88.35
37150,TN,36.53,-85.85
37370,TN,35.38,-84.69
38580,TN,36.3,-85.38
37151,TN,36.34,-86.03
38080,TN,36.26,-89.48
38063,TN,35.74,-89.53
38253,TN,36.35,-89.04
37687,TN,36.18,-82.07
37852,TN,36.32,-84.57
37853,TN,35.82,-83.93
38581,TN,35.71,-85.6
37153,TN,35.75,-86.55
37854,TN,35.87,-84.67
37857,TN,36.4,-83.0
38066,TN,35.04,-89.54
37860,TN,36.25,-83.19
38369,TN,36.12,-88.99
37861,TN,36.27,-83.52
38481,TN,35.03,-87.49
37304,TN,35.39,-85.11
37373,TN,35.38,-85.1
38370,TN,35.37,-88.21
38482,TN,35.75,-87.16
38371,TN,35.44,-88.29
38067,TN,35.04,-89.08
38372,TN,35.22,-88.23
38374,TN,35.51,-88.25
38375,TN,35.17,-88.59
37374,TN,35.19,-85.66
37862,TN,35.89,-83.57
37863,TN,35.79,-83.55
37876,TN,35.89,-83.57
37375,TN,35.2,-85.92
37865,TN,35.87,-83.77
37688,TN,36.51,-81.92
38255,TN,36.23,-88.82
37866,TN,36.34,-83.8
37160,TN,35.49,-86.44
37376,TN,35.06,-85.95
38376,TN,35.11,-88.36
37377,TN,35.13,-85.34
38582,TN,36.09,-85.76
37166,TN,35.95,-85.82
37167,TN,35.98,-86.51
37765,TN,36.57,-83.04
37869,TN,36.53,-83.21
37379,TN,35.26,-85.17
38068,TN,35.23,-89.35
37380,TN,35.01,-85.71
38583,TN,35.93,-85.47
37870,TN,36.47,-83.81
38585,TN,35.74,-85.45
37337,TN,35.74,-84.83
37381,TN,35.68,-84.86
37172,TN,36.49,-86.87
37174,TN,35.74,-86.92
38256,TN,36.25,-88.15
38069,TN,35.46,-89.4
38379,TN,35.15,-88.42
37175,TN,36.32,-87.89
37871,TN,36.06,-83.68
38380,TN,35.79,-88.02
38483,TN,35.43,-87.33
37872,TN,36.24,-84.67
37873,TN,36.47,-82.85
37874,TN,35.6,-84.46
38488,TN,35.05,-86.68
37877,TN,36.14,-83.4
37879,TN,36.45,-83.57
37690,TN,36.24,-82.54
37385,TN,35.36,-84.29
37880,TN,35.66,-84.66
37178,TN,36.31,-87.76
37179,TN,35.82,-87.01
37881,TN,36.35,-83.41
38079,TN,36.37,-89.47
38381,TN,35.35,-88.95
37882,TN,35.67,-83.75
37387,TN,35.25,-85.75
37691,TN,36.34,-81.74
38382,TN,35.97,-88.93
38258,TN,36.01,-88.62
38259,TN,36.2,-89.18
38260,TN,36.33,-89.16
37388,TN,35.37,-86.2
37389,TN,35.37,-86.14
37391,TN,35.12,-84.35
37692,TN,36.19,-82.35
38261,TN,36.42,-89.05
37180,TN,35.62,-86.59
37181,TN,36.23,-87.44
37885,TN,35.59,-84.23
37886,TN,35.72,-83.81
38587,TN,35.85,-85.62
37887,TN,36.1,-84.58
37183,TN,35.52,-86.33
37848,TN,36.24,-83.66
37888,TN,36.31,-83.59
37694,TN,36.36,-82.29
37184,TN,36.09,-86.13
37185,TN,36.09,-87.78
38485,TN,35.32,-87.75
37186,TN,36.56,-86.24
38486,TN,35.15,-87.53
38387,TN,35.88,-88.29
37187,TN,36.1,-87.21
37188,TN,36.46,-86.66
37890,TN,36.09,-83.29
37891,TN,36.29,-83.13
37189,TN,36.28,-86.83
37396,TN,35.09,-85.39
38075,TN,35.32,-89.14
38588,TN,36.48,-85.7
37397,TN,35.2,-85.51
38589,TN,36.26,-85.08
38388,TN,35.78,-88.36
38476,TN,35.8,-87.25
38487,TN,35.64,-87.23
38076,TN,35.15,-89.37
37398,TN,35.18,-86.1
37892,TN,36.56,-84.45
37190,TN,35.82,-86.07
37191,TN,36.5,-87.54
38390,TN,35.86,-88.37
42202,KY,36.66,-86.85
42120,KY,36.67,-86.27
42602,KY,36.69,-85.13
41601,KY,37.61,-82.72
42204,KY,36.71,-87.06
42020,KY,36.71,-88.31
42603,KY,36.76,-85.01
42122,KY,36.86,-86.35
40402,KY,37.32,-83.96
41121,KY,38.42,-82.81
40902,KY,36.8,-83.64
42021,KY,36.79,-89.01
40903,KY,36.83,-83.84
41712,KY,37.37,-83.14
41512,KY,37.26,-82.43
41101,KY,38.45,-82.64
41102,KY,38.45,-82.64
42206,KY,36.86,-86.71
42123,KY,36.81,-86.01
41602,KY,37.73,-82.75
40003,KY,38.26,-85.05
41603,KY,37.58,-82.7
40906,KY,36.86,-83.88
40946,KY,36.95,-83.83
40004,KY,37.81,-85.46
42023,KY,36.87,-89.01
42024,KY,37.05,-89.04
40104,KY,38.06,-86.3
40806,KY,36.86,-83.33
41714,KY,37.16,-83.54
41311,KY,37.58,-83.7
41203,KY,37.83,-82.43
41604,KY,37.39,-82.65
42320,KY,37.4,-86.87
40006,KY,38.59,-85.31
42323,KY,37.17,-87.05
42324,KY,37.14,-86.96
42207,KY,37.28,-86.28
41513,KY,37.34,-82.37
41514,KY,37.62,-82.26
41535,KY,37.59,-82.27
41567,KY,37.56,-82.27
42025,KY,36.85,-88.35
40403,KY,37.57,-84.29
42516,KY,37.23,-84.76
40007,KY,38.4,-85.06
41605,KY,37.55,-82.63
40913,KY,36.93,-83.53
41606,KY,37.33,-82.71
42712,KY,37.55,-86.15
40914,KY,37.16,-83.56
40808,KY,36.97,-83.21
40915,KY,36.87,-83.82
41804,KY,37.14,-82.97
41832,KY,37.14,-82.95
41124,KY,38.02,-82.85
41160,KY,38.01,-82.95
41226,KY,37.98,-82.96
40810,KY,36.92,-83.36
40816,KY,37.0,-83.34
40008,KY,37.91,-85.31
41607,KY,37.62,-82.84
42027,KY,36.91,-88.61
42713,KY,37.37,-85.9
41719,KY,37.31,-83.22
41314,KY,37.47,-83.67
41351,KY,37.31,-83.59
41364,KY,37.39,-83.62
41204,KY,37.83,-82.7
40107,KY,37.78,-85.66
42101,KY,36.97,-86.44
42103,KY,36.97,-86.44
42104,KY,36.97,-86.44
40009,KY,37.49,-85.14
40108,KY,37.99,-86.18
42715,KY,36.95,-85.41
42741,KY,37.01,-85.25
42325,KY,37.36,-87.21
40409,KY,37.4,-84.41
42518,KY,36.98,-84.61
40109,KY,38.06,-85.71
42210,KY,37.18,-86.25
40921,KY,36.77,-83.92
41721,KY,37.34,-83.47
40010,KY,38.38,-85.43
42716,KY,37.51,-85.7
41722,KY,37.29,-83.16
41517,KY,37.18,-82.6
42717,KY,36.79,-85.36
42028,KY,37.21,-88.4
42519,KY,36.98,-84.6
42211,KY,36.86,-87.82
42327,KY,37.54,-87.25
42371,KY,37.49,-87.28
42029,KY,37.03,-88.35
40813,KY,36.72,-83.62
40011,KY,38.52,-85.2
40075,KY,38.55,-85.12
42718,KY,37.34,-85.34
42733,KY,37.31,-85.28
40376,KY,37.79,-83.7
41301,KY,37.73,-83.54
41360,KY,37.76,-83.61
41519,KY,37.6,-82.32
42721,KY,37.42,-86.48
42722,KY,37.28,-85.78
41408,KY,37.78,-83.27
40923,KY,36.91,-83.85
40311,KY,38.31,-84.03
40350,KY,38.26,-83.93
41129,KY,38.41,-82.6
42127,KY,37.13,-85.96
40815,KY,36.74,-83.26
42724,KY,37.66,-85.95
42214,KY,37.13,-85.68
42328,KY,37.41,-86.99
42330,KY,37.29,-87.12
42215,KY,36.96,-87.66
40012,KY,37.9,-85.21
41727,KY,37.34,-83.35
42726,KY,37.49,-86.22
42404,KY,37.47,-87.82
40312,KY,37.86,-83.92
41317,KY,37.46,-83.29
40313,KY,38.16,-83.43
42031,KY,36.66,-88.99
40927,KY,36.9,-83.06
40111,KY,37.83,-86.62
40819,KY,36.82,-83.45
42728,KY,37.09,-85.3
42753,KY,37.22,-85.14
42032,KY,36.75,-89.1
41729,KY,37.26,-83.21
40701,KY,36.93,-84.1
41731,KY,37.13,-83.07
41819,KY,37.0,-83.02
42406,KY,37.73,-87.7
40013,KY,37.9,-85.46
40419,KY,37.46,-84.5
40820,KY,36.76,-83.17
40014,KY,38.33,-85.48
42217,KY,37.04,-87.48
42333,KY,37.33,-86.8
42729,KY,37.3,-86.06
40823,KY,36.98,-82.98
42035,KY,36.89,-88.87
40115,KY,37.73,-86.25
41615,KY,37.55,-82.69
40422,KY,37.64,-84.77
41616,KY,37.16,-82.95
42408,KY,37.17,-87.68
41812,KY,37.24,-82.77
41735,KY,37.02,-83.08
40316,KY,37.91,-83.53
42036,KY,36.69,-88.16
42409,KY,37.51,-87.69
42321,KY,37.18,-87.12
42326,KY,37.27,-87.01
42337,KY,37.21,-87.04
42731,KY,36.83,-85.55
42219,KY,37.18,-86.76
42338,KY,37.55,-86.78
42339,KY,37.08,-87.01
42528,KY,37.2,-85.0
41621,KY,37.62,-82.72
42410,KY,37.27,-87.51
40729,KY,37.18,-84.11
41622,KY,37.51,-82.8
42732,KY,37.58,-86.05
42038,KY,37.07,-88.07
42129,KY,36.98,-85.62
40117,KY,37.93,-86.17
42701,KY,37.7,-85.87
41522,KY,37.3,-82.34
42220,KY,36.81,-87.15
42280,KY,36.94,-87.09
40019,KY,38.36,-85.17
41740,KY,37.33,-83.07
40826,KY,37.05,-82.79
41815,KY,37.11,-82.79
40827,KY,37.06,-83.45
42567,KY,37.27,-84.65
40828,KY,36.86,-83.19
40843,KY,36.86,-83.0
41425,KY,37.89,-83.44
40118,KY,38.11,-85.75
40119,KY,37.6,-86.55
42039,KY,36.75,-88.79
42040,KY,36.67,-88.53
41524,KY,37.4,-82.24
42533,KY,37.06,-84.59
40022,KY,38.15,-85.31
40023,KY,38.16,-85.42
41219,KY,37.93,-82.88
40935,KY,36.82,-83.76
40997,KY,36.88,-83.71
41139,KY,38.51,-82.72
42343,KY,37.63,-86.71
42361,KY,37.53,-86.7
41527,KY,37.63,-82.29
42223,KY,36.65,-87.54
40121,KY,37.89,-85.96
40122,KY,37.89,-85.96
42133,KY,36.72,-85.96
40939,KY,36.79,-83.74
40940,KY,36.64,-83.92
40601,KY,38.19,-84.86
42134,KY,36.72,-86.57
42411,KY,37.2,-88.05
41528,KY,37.54,-82.14
40322,KY,37.95,-83.62
42041,KY,36.51,-88.88
42140,KY,36.63,-85.79
40140,KY,37.78,-86.35
41817,KY,37.35,-82.92
41630,KY,37.48,-82.83
41632,KY,37.54,-82.92
41141,KY,38.55,-83.19
41745,KY,37.33,-83.4
40324,KY,38.2,-84.55
42044,KY,36.96,-88.27
40943,KY,36.93,-83.84
42131,KY,36.81,-85.91
42141,KY,36.99,-85.92
42156,KY,36.88,-86.03
42740,KY,37.6,-85.91
40026,KY,38.4,-85.59
42232,KY,36.85,-87.65
42742,KY,37.08,-85.41
42344,KY,37.24,-87.29
42045,KY,37.0,-88.23
40328,KY,37.58,-85.05
40734,KY,36.94,-84.0
41143,KY,38.33,-82.93
42743,KY,37.25,-85.49
41144,KY,38.57,-82.82
42345,KY,37.2,-87.17
41631,KY,37.49,-82.64
40142,KY,37.88,-86.21
42234,KY,36.65,-87.17
41222,KY,37.78,-82.79
41821,KY,37.1,-83.02
42047,KY,37.33,-88.4
42413,KY,37.41,-87.47
41746,KY,37.2,-83.09
42048,KY,36.76,-88.3
40143,KY,37.77,-86.45
40171,KY,37.93,-86.45
41531,KY,37.61,-82.24
42746,KY,37.25,-85.8
40818,KY,36.8,-83.23
40831,KY,36.84,-83.32
40840,KY,36.95,-83.39
40858,KY,37.0,-83.39
40144,KY,37.75,-86.41
40178,KY,37.68,-86.42
41635,KY,37.53,-82.63
40330,KY,37.76,-84.84
42347,KY,37.45,-86.89
42348,KY,37.89,-86.75
41701,KY,37.25,-83.19
41723,KY,37.25,-83.3
42049,KY,36.5,-88.32
41332,KY,37.79,-83.41
40949,KY,36.88,-83.87
41534,KY,37.27,-82.49
42420,KY,37.83,-87.58
42236,KY,36.71,-87.6
42050,KY,36.56,-89.18
42051,KY,36.84,-88.69
41636,KY,37.39,-82.72
41822,KY,37.33,-82.98
40953,KY,36.91,-83.81
41132,KY,38.28,-82.82
41146,KY,38.23,-82.91
42748,KY,37.56,-85.73
42153,KY,36.7,-86.06
42240,KY,36.85,-87.49
42349,KY,37.4,-86.71
42749,KY,37.17,-85.91
40145,KY,37.65,-86.28
41640,KY,37.54,-82.83
40845,KY,36.74,-83.53
40437,KY,37.47,-84.81
41749,KY,37.16,-83.37
41762,KY,37.22,-83.5
41766,KY,37.18,-83.42
41214,KY,37.82,-82.55
41224,KY,37.86,-82.53
40336,KY,37.69,-83.96
40472,KY,37.68,-83.94
40146,KY,37.87,-86.28
42350,KY,37.44,-87.14
41338,KY,37.36,-83.76
41824,KY,37.18,-82.89
41149,KY,38.06,-83.05
41642,KY,37.59,-82.66
41825,KY,37.16,-82.68
41307,KY,37.55,-83.57
41310,KY,37.64,-83.24
41339,KY,37.55,-83.37
41366,KY,37.59,-83.23
41390,KY,37.42,-83.37
42629,KY,36.99,-85.07
41751,KY,37.2,-83.13
41774,KY,37.18,-83.14
40337,KY,37.96,-83.82
41537,KY,37.17,-82.62
41563,KY,37.21,-82.55
41826,KY,37.16,-82.92
42252,KY,37.23,-86.51
40440,KY,37.58,-84.78
40737,KY,37.0,-84.16
40958,KY,36.79,-83.6
42053,KY,37.08,-88.88
41539,KY,37.49,-82.34
40442,KY,37.36,-84.7
42054,KY,36.68,-88.42
41828,KY,37.33,-82.81
41859,KY,37.43,-82.85
42154,KY,37.08,-85.68
41754,KY,37.31,-83.33
42055,KY,37.06,-88.1
42056,KY,37.07,-88.97
41643,KY,37.46,-82.8
42254,KY,36.66,-87.65
40031,KY,38.4,-85.37
40444,KY,37.61,-84.57
40342,KY,38.03,-84.89
40033,KY,37.56,-85.25
40150,KY,37.83,-85.72
41831,KY,37.34,-82.95
42058,KY,37.04,-88.49
42754,KY,37.48,-86.29
42256,KY,36.98,-86.95
42351,KY,37.93,-86.9
40502,KY,38.04,-84.45
40503,KY,38.04,-84.45
40504,KY,38.04,-84.45
40505,KY,38.04,-84.45
40507,KY,38.04,-84.45
40508,KY,38.04,-84.45
40509,KY,38.04,-84.45
40510,KY,38.04,-84.45
40511,KY,38.04,-84.45
40513,KY,38.04,-84.45
40514,KY,38.04,-84.45
40515,KY,38.04,-84.45
40516,KY,38.04,-84.45
40517,KY,38.04,-84.45
42539,KY,37.31,-84.93
41540,KY,37.34,-82.32
40740,KY,37.02,-84.07
41834,KY,37.24,-82.94
42352,KY,37.49,-87.13
40445,KY,37.29,-84.21
40460,KY,37.37,-84.26
40741,KY,37.12,-84.08
40744,KY,37.12,-84.08
40037,KY,37.63,-85.4
41348,KY,37.48,-83.32
41201,KY,38.0,-82.71
41230,KY,38.1,-82.6
40202,KY,38.22,-85.74
40203,KY,38.22,-85.74
40204,KY,38.22,-85.74
40205,KY,38.22,-85.74
40206,KY,38.22,-85.74
40207,KY,38.22,-85.74
40208,KY,38.22,-85.74
40209,KY,38.22,-85.74
40210,KY,38.22,-85.74
40211,KY,38.22,-85.74
40212,KY,38.22,-85.74
40213,KY,38.22,-85.74
40214,KY,38.22,-85.74
40215,KY,38.22,-85.74
40216,KY,38.22,-85.74
40217,KY,38.22,-85.74
40218,KY,38.22,-85.74
40219,KY,38.22,-85.74
40220,KY,38.22,-85.74
40222,KY,38.22,-85.74
40223,KY,38.22,-85.74
40228,KY,38.22,-85.74
40229,KY,38.22,-85.74
40241,KY,38.22,-85.74
40242,KY,38.22,-85.74
40243,KY,38.22,-85.74
40245,KY,38.22,-85.74
40258,KY,38.22,-85.74
40272,KY,38.22,-85.74
40291,KY,38.22,-85.74
40299,KY,38.22,-85.74
41231,KY,37.82,-82.45
41232,KY,37.91,-82.71
41543,KY,37.54,-82.28
41544,KY,37.59,-82.16
41558,KY,37.54,-82.2
40152,KY,37.59,-86.4
41647,KY,37.42,-82.74
